2014-01-31 1
2014-01-31 2
2014-02-09 3
2014-02-09 5
2014-02-09 7
2014-02-11 6
2014-02-11 7
2014-02-13 10
2014-02-13 5
2014-02-13 7
2014-02-13 8
2014-02-17 178
2014-02-17 8
2014-02-17 86
2014-02-17 87
2014-02-17 88
2014-02-17 89
2014-02-17 9
2014-02-17 92
2014-02-18 86
2014-02-18 89
2014-02-20 92
2014-02-20 94
2014-02-21 95
2014-02-21 96
2014-02-22 96
2014-02-22 97
2014-02-22 98
2014-02-23 10
2014-02-23 13
2014-02-23 80
2014-02-23 89
2014-02-23 92
2014-02-23 93
2014-02-23 94
2014-02-23 95
2014-02-23 96
2014-02-23 97
2014-02-23 98
2014-02-23 99
2014-02-24 11
2014-02-24 19
2014-02-24 21
2014-02-24 22
2014-02-24 23
2014-02-24 24
2014-02-24 27
2014-02-24 28
2014-02-25 24
2014-02-25 28
2014-02-27 23
2014-02-28 23
2014-02-28 26
2014-02-28 28
2014-03-02 23
2014-03-02 24
2014-03-02 26
2014-03-02 28
2014-03-03 25
2014-03-10 26
2014-03-12 25
2014-03-13 25
2014-03-13 27
2014-03-14 27
2014-03-15 27
2014-03-16 27
2014-03-18 27
2014-03-19 27
2014-03-20 31
2014-03-21 31
2014-03-22 25
2014-03-22 31
2014-03-22 37
2014-03-22 40
2014-03-22 42
2014-03-22 9
2014-03-23 37
2014-03-23 38
2014-03-23 40
2014-03-23 42
2014-03-24 102
2014-03-25 40
2014-03-25 42
2014-03-27 40
2014-03-28 43
2014-03-28 45
2014-03-29 42
2014-03-29 45
2014-03-30 54
2014-03-31 42
2014-03-31 44
2014-03-31 45
2014-04-01 11
2014-04-01 21
2014-04-01 22
2014-04-01 44
2014-04-01 45
2014-04-01 46
2014-04-01 66
2014-04-05 66
2014-04-06 82
2014-04-06 89
2014-04-07 98
2014-04-08 98
2014-04-15 96
2014-04-15 97
2014-04-17 79
2014-04-17 80
2014-04-17 98
2014-04-19 81
2014-04-22 101
2014-04-22 93
2014-04-22 94
2014-04-22 95
2014-04-22 98
2014-04-26 84
2014-04-27 100
2014-04-27 101
2014-04-27 84
2014-04-28 101
2014-04-29 84
2014-05-01 101
2014-05-01 102
2014-05-01 115
2014-05-01 45
2014-05-01 85
2014-05-01 86
2014-05-01 87
2014-05-02 115
2014-05-02 116
2014-05-02 85
2014-05-03 101
2014-05-03 102
2014-05-03 103
2014-05-03 109
2014-05-03 120
2014-05-03 124
2014-05-03 87
2014-05-03 90
2014-05-03 91
2014-05-04 100
2014-05-04 103
2014-05-04 113
2014-05-04 117
2014-05-04 124
2014-05-04 135
2014-05-04 136
2014-05-04 137
2014-05-04 146
2014-05-04 147
2014-05-04 154
2014-05-05 117
2014-05-05 122
2014-05-05 123
2014-05-05 128
2014-05-05 131
2014-05-06 106
2014-05-06 123
2014-05-06 124
2014-05-06 127
2014-05-06 128
2014-05-06 130
2014-05-06 131
2014-05-06 132
2014-05-06 133
2014-05-06 136
2014-05-06 137
2014-05-06 138
2014-05-06 142
2014-05-06 161
2014-05-06 180
2014-05-07 111
2014-05-07 113
2014-05-07 114
2014-05-07 115
2014-05-07 118
2014-05-07 120
2014-05-07 128
2014-05-07 137
2014-05-07 184
2014-05-08 113
2014-05-08 114
2014-05-08 115
2014-05-08 121
2014-05-08 127
2014-05-08 129
2014-05-08 130
2014-05-08 158
2014-05-08 177
2014-05-08 180
2014-05-09 109
2014-05-09 110
2014-05-09 115
2014-05-09 116
2014-05-09 118
2014-05-09 119
2014-05-09 120
2014-05-09 121
2014-05-09 129
2014-05-09 130
2014-05-09 160
2014-05-09 172
2014-05-09 174
2014-05-09 182
2014-05-09 243
2014-05-09 41
2014-05-10 41
2014-05-24 40
2014-05-24 48
2014-05-28 40
2014-05-28 48
2014-06-01 48
2014-06-15 49
2014-06-20 49
2014-06-21 110
2014-06-21 42
2014-06-21 64
2014-06-21 65
2014-06-21 75
2014-06-21 76
2014-06-21 87
2014-06-22 64
2014-06-23 64
2014-06-24 64
2014-06-25 64
2014-06-26 64
2014-06-27 64
2014-06-28 48
2014-06-28 64
2014-06-28 65
2014-07-19 64
2014-07-21 64
2014-07-23 65
2014-07-24 64
2014-07-25 65
2014-07-25 66
2014-07-26 66
2014-07-28 66
2014-07-28 67
2014-07-29 67
2014-08-01 66
2014-08-01 67
2014-08-02 66
2014-08-02 67
2014-08-02 68
2014-08-05 68
2014-08-07 68
2014-08-10 68
2014-08-17 68
2014-08-18 68
2014-08-19 68
2014-08-20 68
2014-08-20 69
2014-08-21 69
2014-08-22 69
2014-08-23 69
2014-08-24 69
2014-08-25 69
2014-08-26 69
2014-08-27 69
2014-08-28 69
2014-08-31 69
2014-09-01 69
2014-09-02 69
2014-09-04 69
2014-09-06 69
2014-09-07 127
2014-09-07 128
2014-09-07 65
2014-09-07 69
2014-09-07 76
2014-09-07 78
2014-09-08 127
2014-09-08 65
2014-09-09 65
2014-09-11 65
2014-09-13 62
2014-09-13 65
2014-09-14 62
2014-09-15 63
2014-09-17 67
2014-09-20 72
2014-09-22 74
2014-09-23 75
2014-09-27 73
2014-09-27 74
2014-09-28 75
2014-10-03 75
2014-10-06 72
2014-10-06 73
2014-10-06 75
2014-10-07 72
2014-10-07 73
2014-10-07 75
2014-10-19 73
2014-10-20 72
2014-10-21 72
2014-10-22 72
2014-11-05 72
2014-11-07 72
2014-11-09 73
2014-11-19 72
2014-11-20 72
2014-11-21 72
2014-11-24 73
2014-11-25 72
2014-11-25 73
2014-11-26 75
2014-11-28 73
2014-11-28 74
2014-11-28 76
2014-12-02 76
2015-01-08 78
2015-01-09 105
2015-01-09 78
2015-01-09 79
2015-01-09 80
2015-01-09 84
2015-01-10 83
2015-01-10 88
2015-01-11 84
2015-01-11 88
2015-01-12 81
2015-01-12 84
2015-01-12 86
2015-01-13 86
2015-01-13 87
2015-01-13 91
2015-01-13 93
2015-01-13 96
2015-01-14 90
2015-01-14 91
2015-01-14 94
2015-01-14 96
2015-01-15 93
2015-01-15 96
2015-01-20 106
2015-01-20 109
2015-01-20 110
2015-01-20 93
2015-01-20 99
2015-01-21 110
2015-01-22 107
2015-01-22 108
2015-01-22 109
2015-01-22 110
2015-01-22 111
2015-01-23 108
2015-01-25 108
2015-01-26 108
2015-01-28 108
2015-01-30 108
2015-01-30 109
2015-02-01 109
2015-02-02 109
2015-02-08 109
2015-02-09 109
2015-02-10 109
2015-02-15 109
2015-02-17 108
2015-02-17 109
2015-02-26 109
2015-02-27 110
2015-02-27 111
2015-03-03 110
2015-03-10 109
2015-03-16 109
2015-03-16 111
2015-03-17 111
2015-03-19 111
2015-03-20 112
2015-03-23 112
2015-04-03 110
2015-04-06 112
2015-04-07 111
2015-04-07 112
2015-04-08 112
2015-04-12 112
2015-04-14 112
2015-04-15 110
2015-04-15 112
2015-04-17 112
2015-04-21 112
2015-04-24 112
2015-04-28 112
2015-04-29 110
2015-05-05 110
2015-05-05 112
